,ID,World,Date,Important Trigger,Death,Description,Characters
,526,Jonas,24-09-1954,FALSE,FALSE,Adult Egon have an affair with adult Hannah. he gives her the Saint Christopher pendant.,"Egon Tiedemann (J), Hannah Kahnwald (J)"
,527,Jonas,24-09-1954,FALSE,FALSE,Doris is worried about Agnes' disappearance.,"Doris Tiedemann (J), Egon Tiedemann (J)"
,528,Jonas,24-09-1954,FALSE,FALSE,"Doris finds a small handkerchief in the laundry with the H.T. initials. Hanno Tauber, the priest who disappeared with Agnes.",Doris Tiedemann (J)
,529,Jonas,24-09-1954,FALSE,FALSE,Adult Greta asks adult Egon to find Hanno Tauber.,"Greta Doppler (J), Egon Tiedemann (J)"
,530,Jonas,24-09-1954,FALSE,FALSE,Adult Doris goes to the church and meets the unknown man. She asks them about Agnes and he insinuates that her husband is cheating on her.,"Doris Tiedemann (J), Unknown"
,531,Jonas,24-09-1954,FALSE,FALSE,"Unknown man meets teen Tronte. He knows him and his mother. Actually the unknown man chose his name, Tronte.","Tronte Nielsen (J), Unknown"
,532,Jonas,24-09-1954,FALSE,FALSE,The unknown man gives teen Tronte a bracelet that belonged to his mother.,"Tronte Nielsen (J), Unknown"
,533,Jonas,24-09-1954,FALSE,FALSE,Teen Jana and teen Tronte make friends and he gifts her the bracelet.,"Tronte Nielsen (J), Jana Nielsen (J)"
,534,Jonas,24-09-1954,TRUE,FALSE,The unknown trio ambushed Winden's mayor and force him to sign the license to build the nuclear power plant.,Unknown
,535,Jonas,24-09-1954,FALSE,FALSE,Adult Hannah finds out she's pregnant.,Hannah Kahnwald (J)
,536,Jonas,24-09-1954,FALSE,FALSE,Adult Hannah tells Egon that she is pregnant and decides to abort. Egon recommends Dr. Obendorf.,"Hannah Kahnwald (J), Egon Tiedemann (J)"
,537,Jonas,24-09-1954,FALSE,FALSE,Adult Doris and adult Egon break up and Egon goes into depression.,"Egon Tiedemann (J), Doris Tiedemann (J)"
,538,Jonas,24-09-1954,FALSE,FALSE,Hannah meets a young Helene Albers and they become friends.,"Hannah Kahnwald (J), Helene Albers (J)"
,539,Jonas,24-09-1954,FALSE,FALSE,Adult Hannah decides not to abort and gives young Helene the Saint Christopher pendant.,"Hannah Kahnwald (J), Helene Albers (J)"
,540,Jonas,24-09-1954,FALSE,FALSE,Adult Hannah uses the time machine and leaves for 1888.,Hannah Kahnwald (J)
,541,Jonas,01-01-1971,FALSE,FALSE,Adult Elisabeth and adult Charlotte arrive to 1971.,"Elisabeth Doppler (J), Charlotte Doppler (J)"
,542,Jonas,01-01-1971,FALSE,FALSE,Adult Elisabeth and adult Charlotte show up at the Tannhaus door and hand him little Charlotte.,"Charlotte Doppler (J), Elisabeth Doppler (J)"
,543,Jonas,01-01-1971,FALSE,FALSE,Marek argue with his father H.G. Tannhaus because he doesn't pay him enough attention.,"H.G. Tannhaus, Marek Tannhaus"
,544,Jonas,01-01-1971,FALSE,FALSE,"Marek, Sonja and their daugther Charlotte take the car although it's raining.","Marek Tannhaus, Sonja Tannhaus, Charlotte Tannhaus"
,545,Jonas,01-01-1971,FALSE,FALSE,"As his son, daughter-in-law and granddaughter die in the car accident, Tannhaus treats the baby as his granddaughter Charlotte.","H.G. Tannhaus, Charlotte Doppler (J)"
,546,Jonas,01-01-1971,TRUE,FALSE,"Marek, Sonja and little Charlotte die in a car accident.","Marek Tannhaus, Sonja Tannhaus, Charlotte Tannhaus"
